timestamp,text,sentiment,score,keyword
2026-02-04 23:47:59,#AI is failing hard today. Terrible performance.,Negative,-0.7783,#AI
2026-02-04 23:48:02,Investing in #Crypto is the best decision I made.,Positive,0.6369,#Crypto
2026-02-04 23:48:04,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:48:06,Investing in #Crypto is the best decision I made.,Positive,0.6369,#Crypto
2026-02-04 23:48:07,I love usage of #Python! It's amazing.,Positive,0.8516,#Python
2026-02-04 23:48:09,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:48:10,"Just checking out #Startup, seems okay.",Positive,0.2263,#Startup
2026-02-04 23:48:12,Excited for the new #Crypto update!,Positive,0.4003,#Crypto
2026-02-04 23:48:13,#AI is failing hard today. Terrible performance.,Negative,-0.7783,#AI
2026-02-04 23:48:15,Excited for the new #Startup update!,Positive,0.4003,#Startup
2026-02-04 23:48:18,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:48:20,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:48:22,"Just checking out #Startup, seems okay.",Positive,0.2263,#Startup
2026-02-04 23:48:23,Excited for the new #AI update!,Positive,0.4003,#AI
2026-02-04 23:48:25,Investing in #Python is the best decision I made.,Positive,0.6369,#Python
2026-02-04 23:48:27,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:48:30,"Just checking out #Startup, seems okay.",Positive,0.2263,#Startup
2026-02-04 23:48:33,Investing in #Crypto is the best decision I made.,Positive,0.6369,#Crypto
2026-02-04 23:48:34,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:48:36,"Just checking out #AI, seems okay.",Positive,0.2263,#AI
2026-02-04 23:48:39,"Neutral opinion on #Python, wait and see.",Neutral,0.0,#Python
2026-02-04 23:48:41,I love usage of #AI! It's amazing.,Positive,0.8516,#AI
2026-02-04 23:48:42,Excited for the new #Python update!,Positive,0.4003,#Python
2026-02-04 23:48:44,Investing in #AI is the best decision I made.,Positive,0.6369,#AI
2026-02-04 23:48:46,#Startup is failing hard today. Terrible performance.,Negative,-0.7783,#Startup
2026-02-04 23:48:48,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:48:49,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:48:51,I love usage of #Python! It's amazing.,Positive,0.8516,#Python
2026-02-04 23:48:53,"Neutral opinion on #Tech, wait and see.",Neutral,0.0,#Tech
2026-02-04 23:48:56,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:48:58,"Just checking out #AI, seems okay.",Positive,0.2263,#AI
2026-02-04 23:49:01,Excited for the new #AI update!,Positive,0.4003,#AI
2026-02-04 23:49:03,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:51:36,#AI is failing hard today. Terrible performance.,Negative,-0.7783,#AI
2026-02-04 23:51:39,"Neutral opinion on #Python, wait and see.",Neutral,0.0,#Python
2026-02-04 23:51:41,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:51:43,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:51:46,"Neutral opinion on #Crypto, wait and see.",Neutral,0.0,#Crypto
2026-02-04 23:51:49,Why is #Crypto so popular? I don't get the hype.,Positive,0.5598,#Crypto
2026-02-04 23:51:50,#Crypto broken again. Please fix it.,Negative,-0.2023,#Crypto
2026-02-04 23:51:53,#Startup broken again. Please fix it.,Negative,-0.2023,#Startup
2026-02-04 23:51:54,"Just checking out #Python, seems okay.",Positive,0.2263,#Python
2026-02-04 23:51:56,Excited for the new #Python update!,Positive,0.4003,#Python
2026-02-04 23:51:58,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:52:00,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:52:03,Why is #Tech so popular? I don't get the hype.,Positive,0.5598,#Tech
2026-02-04 23:52:05,Excited for the new #Crypto update!,Positive,0.4003,#Crypto
2026-02-04 23:52:06,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:52:07,Excited for the new #Python update!,Positive,0.4003,#Python
2026-02-04 23:52:10,Investing in #Python is the best decision I made.,Positive,0.6369,#Python
2026-02-04 23:52:13,I love usage of #Startup! It's amazing.,Positive,0.8516,#Startup
2026-02-04 23:52:14,#AI is failing hard today. Terrible performance.,Negative,-0.7783,#AI
2026-02-04 23:52:17,Investing in #Crypto is the best decision I made.,Positive,0.6369,#Crypto
2026-02-04 23:52:20,Excited for the new #Crypto update!,Positive,0.4003,#Crypto
2026-02-04 23:52:22,I love usage of #Crypto! It's amazing.,Positive,0.8516,#Crypto
2026-02-04 23:52:23,Excited for the new #Python update!,Positive,0.4003,#Python
2026-02-04 23:52:25,"Just checking out #AI, seems okay.",Positive,0.2263,#AI
2026-02-04 23:52:26,"Just checking out #Python, seems okay.",Positive,0.2263,#Python
2026-02-04 23:52:29,"Neutral opinion on #Tech, wait and see.",Neutral,0.0,#Tech
2026-02-04 23:52:31,I love usage of #AI! It's amazing.,Positive,0.8516,#AI
2026-02-04 23:52:34,#Tech broken again. Please fix it.,Negative,-0.2023,#Tech
2026-02-04 23:52:36,Excited for the new #Crypto update!,Positive,0.4003,#Crypto
2026-02-04 23:52:39,#Startup is failing hard today. Terrible performance.,Negative,-0.7783,#Startup
2026-02-04 23:52:41,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:52:43,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:52:44,"Just checking out #Python, seems okay.",Positive,0.2263,#Python
2026-02-04 23:52:46,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:52:49,"Just checking out #AI, seems okay.",Positive,0.2263,#AI
2026-02-04 23:52:50,Why is #Tech so popular? I don't get the hype.,Positive,0.5598,#Tech
2026-02-04 23:52:52,#Python broken again. Please fix it.,Negative,-0.2023,#Python
2026-02-04 23:52:54,"Neutral opinion on #Tech, wait and see.",Neutral,0.0,#Tech
2026-02-04 23:52:56,I love usage of #Tech! It's amazing.,Positive,0.8516,#Tech
2026-02-04 23:52:59,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:53:01,#Tech broken again. Please fix it.,Negative,-0.2023,#Tech
2026-02-04 23:53:02,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:53:05,#AI broken again. Please fix it.,Negative,-0.2023,#AI
2026-02-04 23:53:06,Why is #Python so popular? I don't get the hype.,Positive,0.5598,#Python
2026-02-04 23:53:08,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:53:11,Why is #Python so popular? I don't get the hype.,Positive,0.5598,#Python
2026-02-04 23:53:12,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:53:15,Excited for the new #Startup update!,Positive,0.4003,#Startup
2026-02-04 23:53:17,I love usage of #Crypto! It's amazing.,Positive,0.8516,#Crypto
2026-02-04 23:53:19,#Python broken again. Please fix it.,Negative,-0.2023,#Python
2026-02-04 23:53:22,"Neutral opinion on #Crypto, wait and see.",Neutral,0.0,#Crypto
2026-02-04 23:53:23,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:53:24,#Python broken again. Please fix it.,Negative,-0.2023,#Python
2026-02-04 23:53:27,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:53:28,I love usage of #AI! It's amazing.,Positive,0.8516,#AI
2026-02-04 23:53:30,I love usage of #Startup! It's amazing.,Positive,0.8516,#Startup
2026-02-04 23:53:32,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:53:34,Why is #Tech so popular? I don't get the hype.,Positive,0.5598,#Tech
2026-02-04 23:53:36,"Just checking out #Python, seems okay.",Positive,0.2263,#Python
2026-02-04 23:53:37,#AI broken again. Please fix it.,Negative,-0.2023,#AI
2026-02-04 23:53:39,Excited for the new #Tech update!,Positive,0.4003,#Tech
2026-02-04 23:53:42,#Tech broken again. Please fix it.,Negative,-0.2023,#Tech
2026-02-04 23:53:44,Investing in #Python is the best decision I made.,Positive,0.6369,#Python
2026-02-04 23:53:47,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:53:48,Investing in #Startup is the best decision I made.,Positive,0.6369,#Startup
2026-02-04 23:53:50,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:53:52,Investing in #Crypto is the best decision I made.,Positive,0.6369,#Crypto
2026-02-04 23:53:54,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:53:57,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:54:00,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:54:01,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:54:03,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:54:05,I love usage of #AI! It's amazing.,Positive,0.8516,#AI
2026-02-04 23:54:07,Investing in #AI is the best decision I made.,Positive,0.6369,#AI
2026-02-04 23:54:08,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:54:10,#Python is failing hard today. Terrible performance.,Negative,-0.7783,#Python
2026-02-04 23:54:12,I love usage of #Crypto! It's amazing.,Positive,0.8516,#Crypto
2026-02-04 23:54:14,"Just checking out #Tech, seems okay.",Positive,0.2263,#Tech
2026-02-04 23:54:16,"Just checking out #AI, seems okay.",Positive,0.2263,#AI
2026-02-04 23:54:17,"Neutral opinion on #Python, wait and see.",Neutral,0.0,#Python
2026-02-04 23:54:19,I love usage of #Crypto! It's amazing.,Positive,0.8516,#Crypto
2026-02-04 23:54:21,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:54:23,I love usage of #Python! It's amazing.,Positive,0.8516,#Python
2026-02-04 23:54:24,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:54:26,I love usage of #AI! It's amazing.,Positive,0.8516,#AI
2026-02-04 23:54:29,#Crypto broken again. Please fix it.,Negative,-0.2023,#Crypto
2026-02-04 23:54:31,I love usage of #Tech! It's amazing.,Positive,0.8516,#Tech
2026-02-04 23:54:33,Excited for the new #Tech update!,Positive,0.4003,#Tech
2026-02-04 23:54:34,#AI broken again. Please fix it.,Negative,-0.2023,#AI
2026-02-04 23:54:35,Excited for the new #Tech update!,Positive,0.4003,#Tech
2026-02-04 23:54:36,I love usage of #Crypto! It's amazing.,Positive,0.8516,#Crypto
2026-02-04 23:54:38,I love usage of #AI! It's amazing.,Positive,0.8516,#AI
2026-02-04 23:54:41,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:54:42,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:54:45,"Neutral opinion on #Tech, wait and see.",Neutral,0.0,#Tech
2026-02-04 23:54:46,I love usage of #Tech! It's amazing.,Positive,0.8516,#Tech
2026-02-04 23:54:49,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:54:51,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:54:52,Investing in #Python is the best decision I made.,Positive,0.6369,#Python
2026-02-04 23:54:55,Why is #Python so popular? I don't get the hype.,Positive,0.5598,#Python
2026-02-04 23:54:58,"Just checking out #Python, seems okay.",Positive,0.2263,#Python
2026-02-04 23:55:00,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:55:01,Investing in #AI is the best decision I made.,Positive,0.6369,#AI
2026-02-04 23:55:03,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:55:05,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:55:06,#Startup is failing hard today. Terrible performance.,Negative,-0.7783,#Startup
2026-02-04 23:55:08,#AI is failing hard today. Terrible performance.,Negative,-0.7783,#AI
2026-02-04 23:55:09,#AI broken again. Please fix it.,Negative,-0.2023,#AI
2026-02-04 23:55:11,Investing in #Python is the best decision I made.,Positive,0.6369,#Python
2026-02-04 23:55:13,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:55:15,"Just checking out #Tech, seems okay.",Positive,0.2263,#Tech
2026-02-04 23:55:17,#Python broken again. Please fix it.,Negative,-0.2023,#Python
2026-02-04 23:55:20,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:55:22,#Startup broken again. Please fix it.,Negative,-0.2023,#Startup
2026-02-04 23:55:23,Excited for the new #Startup update!,Positive,0.4003,#Startup
2026-02-04 23:55:25,#Startup broken again. Please fix it.,Negative,-0.2023,#Startup
2026-02-04 23:55:28,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:55:29,"Just checking out #Python, seems okay.",Positive,0.2263,#Python
2026-02-04 23:55:31,Excited for the new #AI update!,Positive,0.4003,#AI
2026-02-04 23:55:32,I love usage of #Startup! It's amazing.,Positive,0.8516,#Startup
2026-02-04 23:55:33,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:55:35,"Just checking out #AI, seems okay.",Positive,0.2263,#AI
2026-02-04 23:55:38,Investing in #Startup is the best decision I made.,Positive,0.6369,#Startup
2026-02-04 23:55:41,Why is #Python so popular? I don't get the hype.,Positive,0.5598,#Python
2026-02-04 23:55:42,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:55:44,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:55:46,#Tech broken again. Please fix it.,Negative,-0.2023,#Tech
2026-02-04 23:55:48,Excited for the new #Crypto update!,Positive,0.4003,#Crypto
2026-02-04 23:55:50,Why is #AI so popular? I don't get the hype.,Positive,0.5598,#AI
2026-02-04 23:55:52,Excited for the new #AI update!,Positive,0.4003,#AI
2026-02-04 23:55:54,Why is #Python so popular? I don't get the hype.,Positive,0.5598,#Python
2026-02-04 23:55:55,Why is #Tech so popular? I don't get the hype.,Positive,0.5598,#Tech
2026-02-04 23:55:57,#Python is failing hard today. Terrible performance.,Negative,-0.7783,#Python
2026-02-04 23:55:58,Excited for the new #Crypto update!,Positive,0.4003,#Crypto
2026-02-04 23:56:01,#Tech broken again. Please fix it.,Negative,-0.2023,#Tech
2026-02-04 23:56:02,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:56:03,Investing in #Startup is the best decision I made.,Positive,0.6369,#Startup
2026-02-04 23:56:05,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:56:08,"Just checking out #Startup, seems okay.",Positive,0.2263,#Startup
2026-02-04 23:56:10,#Python broken again. Please fix it.,Negative,-0.2023,#Python
2026-02-04 23:56:12,Investing in #Python is the best decision I made.,Positive,0.6369,#Python
2026-02-04 23:56:14,Why is #Tech so popular? I don't get the hype.,Positive,0.5598,#Tech
2026-02-04 23:56:17,"Neutral opinion on #Startup, wait and see.",Neutral,0.0,#Startup
2026-02-04 23:56:19,I love usage of #Python! It's amazing.,Positive,0.8516,#Python
2026-02-04 23:56:22,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:56:24,Investing in #AI is the best decision I made.,Positive,0.6369,#AI
2026-02-04 23:56:26,"Neutral opinion on #Tech, wait and see.",Neutral,0.0,#Tech
2026-02-04 23:56:28,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:56:30,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:56:31,Why is #Crypto so popular? I don't get the hype.,Positive,0.5598,#Crypto
2026-02-04 23:56:34,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:56:36,"Just checking out #Python, seems okay.",Positive,0.2263,#Python
2026-02-04 23:56:38,"Just checking out #Tech, seems okay.",Positive,0.2263,#Tech
2026-02-04 23:56:40,Excited for the new #Startup update!,Positive,0.4003,#Startup
2026-02-04 23:56:43,"Neutral opinion on #Tech, wait and see.",Neutral,0.0,#Tech
2026-02-04 23:56:45,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:56:46,I love usage of #Tech! It's amazing.,Positive,0.8516,#Tech
2026-02-04 23:56:49,Why is #Crypto so popular? I don't get the hype.,Positive,0.5598,#Crypto
2026-02-04 23:56:51,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:56:53,Why is #Startup so popular? I don't get the hype.,Positive,0.5598,#Startup
2026-02-04 23:56:56,Excited for the new #Python update!,Positive,0.4003,#Python
2026-02-04 23:56:58,"Neutral opinion on #Crypto, wait and see.",Neutral,0.0,#Crypto
2026-02-04 23:57:01,"Neutral opinion on #Startup, wait and see.",Neutral,0.0,#Startup
2026-02-04 23:57:04,I love usage of #Python! It's amazing.,Positive,0.8516,#Python
2026-02-04 23:57:05,Investing in #Crypto is the best decision I made.,Positive,0.6369,#Crypto
2026-02-04 23:57:08,Why is #Crypto so popular? I don't get the hype.,Positive,0.5598,#Crypto
2026-02-04 23:57:10,"Neutral opinion on #Python, wait and see.",Neutral,0.0,#Python
2026-02-04 23:57:12,Why is #Python so popular? I don't get the hype.,Positive,0.5598,#Python
2026-02-04 23:57:15,#AI broken again. Please fix it.,Negative,-0.2023,#AI
2026-02-04 23:57:17,#Startup broken again. Please fix it.,Negative,-0.2023,#Startup
2026-02-04 23:57:19,Excited for the new #Crypto update!,Positive,0.4003,#Crypto
2026-02-04 23:57:21,"Just checking out #AI, seems okay.",Positive,0.2263,#AI
2026-02-04 23:57:22,#Crypto broken again. Please fix it.,Negative,-0.2023,#Crypto
2026-02-04 23:57:25,#AI broken again. Please fix it.,Negative,-0.2023,#AI
2026-02-04 23:57:26,Why is #Tech so popular? I don't get the hype.,Positive,0.5598,#Tech
2026-02-04 23:57:28,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:57:29,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:57:32,#Python is failing hard today. Terrible performance.,Negative,-0.7783,#Python
2026-02-04 23:57:35,"Just checking out #Startup, seems okay.",Positive,0.2263,#Startup
2026-02-04 23:57:38,Investing in #Python is the best decision I made.,Positive,0.6369,#Python
2026-02-04 23:57:40,#Startup is failing hard today. Terrible performance.,Negative,-0.7783,#Startup
2026-02-04 23:57:43,#Python broken again. Please fix it.,Negative,-0.2023,#Python
2026-02-04 23:57:46,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:57:49,"Neutral opinion on #Tech, wait and see.",Neutral,0.0,#Tech
2026-02-04 23:57:50,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:57:51,Investing in #Startup is the best decision I made.,Positive,0.6369,#Startup
2026-02-04 23:57:52,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:57:54,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:57:55,Why is #Python so popular? I don't get the hype.,Positive,0.5598,#Python
2026-02-04 23:57:58,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:58:00,I love usage of #Startup! It's amazing.,Positive,0.8516,#Startup
2026-02-04 23:58:02,Investing in #Startup is the best decision I made.,Positive,0.6369,#Startup
2026-02-04 23:58:05,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:58:06,Why is #Crypto so popular? I don't get the hype.,Positive,0.5598,#Crypto
2026-02-04 23:58:08,#Python is failing hard today. Terrible performance.,Negative,-0.7783,#Python
2026-02-04 23:58:10,I love usage of #Crypto! It's amazing.,Positive,0.8516,#Crypto
2026-02-04 23:58:12,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:58:15,Investing in #Tech is the best decision I made.,Positive,0.6369,#Tech
2026-02-04 23:58:18,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:58:19,Investing in #Startup is the best decision I made.,Positive,0.6369,#Startup
2026-02-04 23:58:21,"Just checking out #Tech, seems okay.",Positive,0.2263,#Tech
2026-02-04 23:58:22,"Just checking out #AI, seems okay.",Positive,0.2263,#AI
2026-02-04 23:58:23,"Neutral opinion on #Python, wait and see.",Neutral,0.0,#Python
2026-02-04 23:58:25,"Just checking out #Python, seems okay.",Positive,0.2263,#Python
2026-02-04 23:58:27,Why is #Crypto so popular? I don't get the hype.,Positive,0.5598,#Crypto
2026-02-04 23:58:29,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:58:32,Investing in #Startup is the best decision I made.,Positive,0.6369,#Startup
2026-02-04 23:58:35,Excited for the new #Tech update!,Positive,0.4003,#Tech
2026-02-04 23:58:36,I love usage of #AI! It's amazing.,Positive,0.8516,#AI
2026-02-04 23:58:39,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
2026-02-04 23:58:40,#Tech is failing hard today. Terrible performance.,Negative,-0.7783,#Tech
2026-02-04 23:58:42,"Just checking out #Startup, seems okay.",Positive,0.2263,#Startup
2026-02-04 23:58:44,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:58:46,#Crypto broken again. Please fix it.,Negative,-0.2023,#Crypto
2026-02-04 23:58:48,Why is #Crypto so popular? I don't get the hype.,Positive,0.5598,#Crypto
2026-02-04 23:58:49,#Startup broken again. Please fix it.,Negative,-0.2023,#Startup
2026-02-04 23:58:51,"Just checking out #Startup, seems okay.",Positive,0.2263,#Startup
2026-02-04 23:58:54,Excited for the new #Tech update!,Positive,0.4003,#Tech
2026-02-04 23:58:56,"Neutral opinion on #AI, wait and see.",Neutral,0.0,#AI
2026-02-04 23:58:58,Excited for the new #Startup update!,Positive,0.4003,#Startup
2026-02-04 23:59:01,"Just checking out #Crypto, seems okay.",Positive,0.2263,#Crypto
2026-02-04 23:59:04,Excited for the new #Crypto update!,Positive,0.4003,#Crypto
2026-02-04 23:59:05,Excited for the new #AI update!,Positive,0.4003,#AI
2026-02-04 23:59:08,Why is #Python so popular? I don't get the hype.,Positive,0.5598,#Python
2026-02-04 23:59:09,#Startup is failing hard today. Terrible performance.,Negative,-0.7783,#Startup
2026-02-04 23:59:11,#Python broken again. Please fix it.,Negative,-0.2023,#Python
2026-02-04 23:59:14,Investing in #Python is the best decision I made.,Positive,0.6369,#Python
2026-02-04 23:59:15,I love usage of #Crypto! It's amazing.,Positive,0.8516,#Crypto
2026-02-04 23:59:17,Investing in #AI is the best decision I made.,Positive,0.6369,#AI
2026-02-04 23:59:19,#Crypto is failing hard today. Terrible performance.,Negative,-0.7783,#Crypto
